,SEX,TIP,AGE,FO,EDU,DOHOD,PROF,weight
357,1.0,2.0,49.0,8.0,6.0,3.0,8.0,0.2536684239911527
358,1.0,3.0,31.0,1.0,3.0,3.0,7.0,1.1722790946265216
359,1.0,1.0,26.0,5.0,5.0,2.0,7.0,0.31205081119690603
360,1.0,1.0,43.0,5.0,5.0,3.0,7.0,0.44905421367647375
361,1.0,1.0,74.0,1.0,5.0,4.0,1.0,0.4316090012702315
362,2.0,6.0,52.0,5.0,5.0,3.0,1.0,0.8741886799574718
363,2.0,1.0,84.0,2.0,4.0,2.0,1.0,1.2302448876070828
364,2.0,3.0,83.0,7.0,5.0,3.0,1.0,0.4113617043076217
365,2.0,6.0,60.0,5.0,4.0,2.0,2.0,0.9865765944675589
366,2.0,1.0,70.0,5.0,5.0,3.0,1.0,0.7634271815266104
367,1.0,7.0,38.0,1.0,5.0,2.0,7.0,0.9030333025205044
368,2.0,3.0,57.0,1.0,4.0,3.0,7.0,2.2661966054928517
369,2.0,3.0,60.0,8.0,4.0,3.0,1.0,1.0462909833088496
370,1.0,1.0,24.0,1.0,5.0,3.0,8.0,1.7871736487816863
371,1.0,2.0,38.0,5.0,6.0,2.0,7.0,0.7237213086931964
372,2.0,2.0,43.0,5.0,4.0,4.0,7.0,1.0651936256722234
373,2.0,5.0,70.0,8.0,5.0,3.0,2.0,0.7675339329483247
374,2.0,4.0,64.0,5.0,3.0,3.0,1.0,0.9865765944675589
375,1.0,1.0,34.0,1.0,5.0,2.0,7.0,0.9081761631497366
376,2.0,1.0,57.0,2.0,5.0,3.0,2.0,0.9177160672834836
377,2.0,3.0,74.0,2.0,5.0,2.0,1.0,0.4298771952631109
378,2.0,6.0,36.0,1.0,4.0,3.0,5.0,1.2825250448983099
379,1.0,3.0,36.0,6.0,3.0,3.0,9.0,0.4109521959272251
380,1.0,2.0,33.0,5.0,5.0,3.0,9.0,0.542812759709441
381,1.0,3.0,60.0,1.0,5.0,2.0,8.0,1.0466178889392557
382,2.0,3.0,73.0,6.0,2.0,2.0,1.0,1.316166199836105
383,1.0,6.0,36.0,7.0,4.0,3.0,7.0,0.6015041289820464
384,2.0,4.0,44.0,5.0,4.0,2.0,5.0,2.0290918637072566
385,1.0,1.0,29.0,5.0,4.0,3.0,7.0,0.46140036439634624
386,2.0,7.0,74.0,1.0,3.0,3.0,1.0,0.955908529869663
387,1.0,2.0,35.0,3.0,5.0,3.0,7.0,0.32711630399153857
388,1.0,3.0,62.0,6.0,6.0,3.0,7.0,0.7648875203883438
389,1.0,2.0,64.0,1.0,5.0,3.0,2.0,0.5347975395249633
390,2.0,1.0,22.0,5.0,5.0,3.0,3.0,0.718116952979651
391,1.0,6.0,66.0,8.0,4.0,3.0,2.0,0.7260109504614293
392,1.0,4.0,59.0,5.0,4.0,4.0,5.0,0.5594300580940323
393,2.0,1.0,59.0,7.0,4.0,3.0,1.0,0.515340556724096
394,1.0,3.0,68.0,3.0,4.0,2.0,1.0,0.46524778329319766
395,1.0,2.0,49.0,7.0,5.0,3.0,7.0,0.3340280842852204
396,1.0,4.0,68.0,5.0,6.0,99.0,1.0,1.1069851698807627
397,1.0,3.0,59.0,8.0,5.0,3.0,8.0,0.4202292984231025
398,2.0,1.0,29.0,1.0,5.0,2.0,6.0,2.8512900094258096
399,1.0,1.0,56.0,2.0,4.0,3.0,1.0,0.9217020772752145
400,2.0,7.0,69.0,5.0,4.0,3.0,1.0,1.4953449354924824
401,2.0,2.0,54.0,5.0,5.0,2.0,1.0,0.5590442910749174
402,2.0,1.0,43.0,2.0,5.0,3.0,7.0,1.4204957823468085
403,2.0,3.0,52.0,2.0,6.0,3.0,7.0,0.6450579389626582
404,1.0,1.0,65.0,2.0,4.0,3.0,2.0,0.8246603919071431
405,2.0,3.0,39.0,2.0,6.0,3.0,7.0,1.2975275560331065
406,2.0,7.0,40.0,5.0,3.0,3.0,5.0,0.9082807570720405
407,2.0,5.0,43.0,1.0,4.0,3.0,7.0,0.8555554189707203
408,1.0,1.0,32.0,7.0,5.0,3.0,7.0,0.8538614195612813
409,1.0,1.0,36.0,2.0,6.0,2.0,7.0,0.695800566912402
410,1.0,5.0,76.0,2.0,3.0,3.0,1.0,0.4597958677314395
411,2.0,1.0,31.0,1.0,6.0,2.0,7.0,2.8512900094258096
412,1.0,1.0,63.0,2.0,5.0,3.0,9.0,0.7163820516246919
413,2.0,3.0,67.0,5.0,4.0,3.0,1.0,2.021972485599844
414,1.0,7.0,28.0,3.0,6.0,3.0,7.0,1.5437792325448545
415,2.0,5.0,70.0,1.0,5.0,2.0,1.0,2.3010067849854257
416,2.0,1.0,52.0,3.0,5.0,4.0,7.0,0.5076675710224074
417,1.0,7.0,57.0,8.0,5.0,3.0,7.0,2.998091856779164
418,1.0,2.0,29.0,7.0,4.0,4.0,7.0,0.5620808611798876
419,1.0,5.0,21.0,3.0,4.0,2.0,5.0,2.3142455919444394
420,2.0,1.0,84.0,2.0,2.0,2.0,1.0,1.2302448876070828
421,2.0,3.0,36.0,1.0,5.0,3.0,5.0,1.1769333322468454
422,1.0,1.0,59.0,1.0,5.0,3.0,7.0,0.8006821130067167
423,1.0,5.0,33.0,1.0,5.0,3.0,7.0,1.1851794191141467
424,1.0,1.0,41.0,2.0,4.0,3.0,7.0,0.8009680964198747
425,1.0,3.0,40.0,4.0,4.0,3.0,7.0,0.4492345552063932
426,2.0,7.0,81.0,1.0,4.0,3.0,1.0,0.9617544799616237
427,2.0,7.0,63.0,2.0,5.0,2.0,1.0,0.8354756142959342
428,1.0,1.0,36.0,5.0,5.0,3.0,7.0,0.44905421367647375
429,1.0,3.0,49.0,1.0,5.0,3.0,7.0,0.7618620664023338
430,1.0,5.0,73.0,4.0,4.0,3.0,1.0,0.6299843331568659
431,2.0,3.0,70.0,4.0,4.0,2.0,1.0,0.7887902989337296
432,2.0,7.0,66.0,3.0,5.0,3.0,1.0,0.7978038755897784
433,1.0,1.0,47.0,7.0,6.0,3.0,7.0,0.6506023043921222
434,2.0,3.0,24.0,1.0,5.0,2.0,7.0,2.312370962682795
435,2.0,1.0,41.0,3.0,6.0,3.0,7.0,1.3015873181961233
436,1.0,1.0,58.0,7.0,6.0,2.0,7.0,0.6506023043921222
437,1.0,2.0,44.0,8.0,5.0,3.0,7.0,0.15430327756628748
438,1.0,7.0,54.0,2.0,4.0,3.0,7.0,2.9657582505160476
439,2.0,5.0,44.0,3.0,6.0,3.0,5.0,0.9687302256215733
440,2.0,3.0,79.0,1.0,5.0,2.0,1.0,1.2794591697770965
441,2.0,3.0,40.0,1.0,5.0,3.0,5.0,1.3521358104910541
442,1.0,1.0,23.0,5.0,4.0,3.0,2.0,0.6434404867611633
443,1.0,6.0,59.0,4.0,3.0,3.0,7.0,0.7630779943831612
444,1.0,2.0,61.0,5.0,5.0,3.0,1.0,0.5300527627467512
445,2.0,7.0,55.0,7.0,4.0,3.0,5.0,0.9177555097784614
446,1.0,1.0,68.0,3.0,5.0,3.0,1.0,0.627381514456842
447,1.0,1.0,49.0,2.0,5.0,3.0,7.0,0.8006821130067167
448,2.0,3.0,58.0,1.0,5.0,3.0,2.0,1.4879537145753199
449,1.0,1.0,41.0,1.0,5.0,4.0,5.0,0.695800566912402
450,1.0,7.0,30.0,1.0,5.0,4.0,7.0,1.2931363635338011
451,2.0,1.0,74.0,2.0,4.0,3.0,1.0,1.2302448876070828
452,2.0,2.0,38.0,5.0,5.0,3.0,7.0,0.7204037114441059
453,2.0,1.0,39.0,6.0,5.0,2.0,7.0,0.8923152469521418
454,1.0,5.0,49.0,3.0,5.0,5.0,7.0,0.930269597658818
455,1.0,2.0,57.0,8.0,6.0,3.0,7.0,0.2536684239911527
456,1.0,5.0,75.0,6.0,5.0,3.0,1.0,0.8907465306826772
457,1.0,4.0,58.0,1.0,4.0,4.0,1.0,0.9576684873182186
458,2.0,5.0,58.0,7.0,3.0,3.0,1.0,0.5377476388106479
459,1.0,5.0,49.0,4.0,3.0,4.0,6.0,0.7630779943831612
460,1.0,2.0,29.0,8.0,2.0,3.0,7.0,1.4525925239511805
461,2.0,7.0,71.0,7.0,5.0,3.0,1.0,1.4800743319635525
462,2.0,1.0,37.0,5.0,6.0,3.0,7.0,1.2300485554805638
463,1.0,1.0,67.0,1.0,5.0,3.0,1.0,0.7163820516246919
464,1.0,1.0,45.0,5.0,4.0,4.0,7.0,0.6501919035592721
465,1.0,1.0,30.0,2.0,5.0,3.0,7.0,0.9081761631497366
466,1.0,3.0,65.0,6.0,6.0,3.0,2.0,0.7648875203883438
467,1.0,1.0,29.0,6.0,4.0,1.0,7.0,0.32581185503445104
468,2.0,3.0,72.0,1.0,5.0,4.0,1.0,1.2794591697770965
469,1.0,2.0,29.0,3.0,5.0,2.0,7.0,2.1716699272696163
470,2.0,4.0,49.0,3.0,5.0,2.0,9.0,0.632802664012558
471,1.0,1.0,57.0,1.0,5.0,3.0,7.0,0.8006821130067167
472,1.0,7.0,40.0,1.0,5.0,3.0,7.0,1.12447056183071
473,2.0,6.0,59.0,1.0,4.0,2.0,2.0,1.2993278966274888
474,2.0,1.0,63.0,1.0,5.0,4.0,2.0,1.1528036967718192
475,2.0,1.0,74.0,1.0,5.0,4.0,1.0,1.1528036967718192
476,1.0,5.0,37.0,6.0,4.0,3.0,9.0,1.0978248589520228
477,1.0,2.0,57.0,7.0,4.0,99.0,7.0,0.3526547928911812
478,1.0,3.0,49.0,4.0,4.0,3.0,7.0,0.4109391668425548
479,2.0,1.0,55.0,2.0,5.0,3.0,7.0,0.9177160672834836
480,1.0,7.0,67.0,3.0,3.0,3.0,1.0,0.9106510807838275
481,1.0,2.0,59.0,5.0,4.0,4.0,2.0,0.5747206379563474
482,2.0,1.0,76.0,5.0,4.0,2.0,1.0,1.1288084091029154
483,1.0,1.0,60.0,7.0,5.0,3.0,2.0,0.6593585992067291
484,1.0,1.0,65.0,2.0,4.0,4.0,1.0,0.8246603919071431
485,2.0,1.0,60.0,5.0,5.0,3.0,1.0,0.7634271815266104
486,1.0,1.0,44.0,5.0,4.0,2.0,7.0,0.6639744887357436
487,1.0,4.0,40.0,5.0,4.0,3.0,7.0,0.6957657064305626
488,1.0,2.0,49.0,5.0,5.0,2.0,7.0,0.3886907231218082
489,1.0,1.0,28.0,7.0,4.0,3.0,7.0,0.9014760621625879
490,1.0,4.0,39.0,3.0,3.0,3.0,7.0,0.6805185988556403
491,1.0,2.0,31.0,7.0,4.0,2.0,7.0,0.5620808611798876
492,2.0,3.0,54.0,5.0,5.0,3.0,7.0,1.1962725442092452
493,2.0,1.0,35.0,2.0,5.0,2.0,7.0,1.4204957823468085
494,1.0,1.0,27.0,5.0,5.0,2.0,7.0,0.31205081119690603
495,2.0,2.0,72.0,1.0,5.0,3.0,1.0,1.373405240904419
496,1.0,5.0,72.0,1.0,4.0,4.0,1.0,0.5662790007278534
497,2.0,1.0,66.0,5.0,5.0,3.0,1.0,0.7634271815266104
498,1.0,7.0,68.0,8.0,4.0,3.0,1.0,0.6788132580030135
499,2.0,7.0,61.0,5.0,4.0,2.0,2.0,1.4953449354924824
500,1.0,1.0,39.0,6.0,5.0,2.0,7.0,0.3956833580808895
501,2.0,7.0,65.0,5.0,4.0,3.0,1.0,1.4953449354924824
502,2.0,3.0,62.0,1.0,5.0,2.0,1.0,2.9620261197934683
503,1.0,1.0,52.0,3.0,6.0,3.0,5.0,0.4354210158860262
504,2.0,1.0,45.0,6.0,5.0,4.0,9.0,1.1875930629739997
505,2.0,1.0,36.0,7.0,5.0,2.0,6.0,0.6350502156622786
506,1.0,7.0,62.0,5.0,4.0,3.0,1.0,2.6695890538529485
507,1.0,1.0,65.0,2.0,5.0,3.0,2.0,0.7163820516246919
508,1.0,3.0,39.0,6.0,5.0,3.0,7.0,0.9576229766748388
509,1.0,2.0,62.0,5.0,5.0,3.0,7.0,0.5300527627467512
510,1.0,2.0,57.0,4.0,6.0,4.0,7.0,0.7303959076868733
511,2.0,1.0,59.0,1.0,5.0,2.0,1.0,0.9177160672834836
512,2.0,1.0,61.0,2.0,5.0,3.0,1.0,1.0687130911508451
513,1.0,3.0,52.0,1.0,5.0,4.0,2.0,1.0736202273026973
514,1.0,2.0,59.0,7.0,4.0,2.0,7.0,0.3526547928911812
515,2.0,5.0,36.0,1.0,4.0,3.0,5.0,1.2825250448983099
516,1.0,4.0,59.0,1.0,3.0,3.0,99.0,1.338825706793726
517,2.0,3.0,48.0,1.0,4.0,3.0,9.0,1.3512593016688343
518,1.0,1.0,57.0,2.0,5.0,3.0,8.0,0.8006821130067167
519,2.0,1.0,57.0,7.0,5.0,3.0,1.0,0.48812102482935926
520,2.0,3.0,75.0,7.0,5.0,3.0,2.0,0.4113617043076217
521,2.0,7.0,57.0,5.0,6.0,3.0,1.0,0.9438460857096043
522,1.0,2.0,37.0,5.0,5.0,3.0,7.0,0.7237213086931964
523,2.0,1.0,42.0,1.0,6.0,3.0,9.0,1.4204957823468085
524,1.0,7.0,46.0,5.0,4.0,3.0,1.0,1.493356224482182
525,2.0,1.0,62.0,7.0,5.0,4.0,1.0,1.4892067406909473
526,2.0,2.0,45.0,5.0,5.0,3.0,6.0,0.5590442910749174
527,1.0,1.0,31.0,5.0,5.0,2.0,7.0,0.31205081119690603
528,1.0,3.0,27.0,4.0,5.0,2.0,7.0,0.5238413435778552
529,1.0,7.0,63.0,3.0,3.0,3.0,1.0,0.9106510807838275
530,1.0,1.0,37.0,1.0,5.0,3.0,7.0,0.695800566912402
531,1.0,1.0,25.0,2.0,5.0,3.0,9.0,0.9081761631497366
532,2.0,1.0,47.0,1.0,4.0,4.0,7.0,0.7098680271170584
533,1.0,3.0,43.0,5.0,5.0,2.0,7.0,0.429533343733702
534,1.0,2.0,53.0,5.0,4.0,3.0,7.0,0.5747206379563474
535,1.0,2.0,56.0,5.0,4.0,3.0,7.0,0.5747206379563474
536,2.0,7.0,48.0,1.0,4.0,3.0,7.0,0.8404945334958348
537,2.0,7.0,57.0,8.0,4.0,3.0,8.0,1.6060635602887823
538,2.0,1.0,82.0,3.0,3.0,3.0,1.0,0.4173505536842749
539,2.0,4.0,70.0,6.0,3.0,3.0,1.0,0.6392576975821246
540,2.0,7.0,68.0,8.0,4.0,3.0,1.0,1.0023790335959226
541,1.0,1.0,71.0,5.0,5.0,4.0,1.0,0.8953656093500769
542,2.0,1.0,38.0,1.0,5.0,1.0,6.0,1.4204957823468085
543,2.0,4.0,37.0,2.0,4.0,4.0,6.0,0.8555554189707203
544,1.0,1.0,50.0,5.0,5.0,5.0,9.0,0.43973287971884845
545,1.0,6.0,48.0,7.0,4.0,3.0,7.0,0.6090787877277696
546,1.0,3.0,49.0,4.0,4.0,5.0,1.0,0.4109391668425548
547,1.0,7.0,45.0,1.0,4.0,3.0,7.0,1.2340953081104011
548,2.0,1.0,65.0,1.0,5.0,5.0,1.0,1.0687130911508451
549,1.0,3.0,38.0,1.0,4.0,2.0,7.0,0.4621424931789788
550,2.0,5.0,44.0,7.0,5.0,3.0,7.0,1.2994594174572116
551,1.0,3.0,30.0,2.0,5.0,3.0,7.0,0.45261961327305433
552,1.0,3.0,28.0,8.0,5.0,4.0,7.0,1.4835895230156362
553,1.0,3.0,54.0,8.0,5.0,2.0,9.0,0.4202292984231025
554,2.0,2.0,70.0,3.0,3.0,3.0,9.0,1.0105848636714192
555,2.0,1.0,73.0,1.0,5.0,2.0,1.0,1.0687130911508451
556,1.0,1.0,58.0,1.0,5.0,2.0,1.0,0.8006821130067167
557,1.0,2.0,53.0,5.0,6.0,2.0,7.0,0.3886907231218082
558,1.0,3.0,59.0,4.0,3.0,3.0,1.0,0.4109391668425548
559,2.0,1.0,77.0,1.0,5.0,3.0,1.0,1.0687130911508451
560,1.0,3.0,66.0,4.0,5.0,3.0,2.0,0.4197303840454391
561,1.0,4.0,35.0,5.0,5.0,3.0,7.0,0.47055501002626576
562,2.0,1.0,62.0,7.0,5.0,3.0,1.0,1.4892067406909473
563,2.0,3.0,83.0,2.0,4.0,3.0,1.0,0.7812731209119019
564,1.0,1.0,31.0,5.0,4.0,2.0,7.0,0.46140036439634624
565,1.0,7.0,36.0,1.0,6.0,3.0,8.0,1.12447056183071
566,1.0,3.0,49.0,1.0,6.0,4.0,2.0,1.0736202273026973
567,1.0,1.0,42.0,5.0,5.0,2.0,9.0,0.44905421367647375
568,2.0,2.0,65.0,5.0,4.0,3.0,1.0,0.9934890759274839
569,2.0,7.0,53.0,5.0,5.0,3.0,1.0,0.9438460857096043
570,2.0,1.0,30.0,2.0,6.0,3.0,7.0,2.8512900094258096
571,1.0,7.0,63.0,2.0,5.0,3.0,2.0,1.2502167185066673
572,2.0,7.0,66.0,2.0,2.0,3.0,1.0,0.6414406658662114
573,2.0,5.0,70.0,2.0,5.0,3.0,1.0,0.4245960539315269
574,1.0,3.0,80.0,1.0,5.0,3.0,1.0,0.8536634102369344
575,2.0,3.0,47.0,6.0,4.0,2.0,7.0,0.5166131480266831
576,2.0,4.0,50.0,1.0,5.0,3.0,7.0,1.1287254649960274
577,1.0,5.0,66.0,2.0,4.0,1.0,2.0,0.7569807643209662
578,2.0,7.0,44.0,5.0,4.0,3.0,7.0,0.9082807570720405
579,1.0,3.0,74.0,5.0,6.0,3.0,1.0,0.6570098853747347
580,1.0,1.0,65.0,1.0,5.0,3.0,9.0,0.7163820516246919
581,1.0,1.0,19.0,1.0,3.0,2.0,4.0,2.0572979435595147
582,1.0,1.0,37.0,2.0,5.0,3.0,7.0,0.695800566912402
583,1.0,1.0,37.0,2.0,4.0,3.0,7.0,0.8009680964198747
584,1.0,7.0,58.0,5.0,4.0,3.0,9.0,1.493356224482182
585,1.0,3.0,46.0,4.0,5.0,2.0,8.0,0.21416874957472065
586,1.0,2.0,64.0,5.0,5.0,3.0,1.0,0.5300527627467512
587,2.0,1.0,35.0,2.0,3.0,3.0,7.0,1.63519815427518
588,2.0,1.0,56.0,2.0,3.0,3.0,7.0,1.056425255196043
589,2.0,5.0,45.0,7.0,5.0,2.0,7.0,0.5093445977246301
590,2.0,2.0,53.0,5.0,4.0,3.0,7.0,0.8266065344496097
591,2.0,7.0,49.0,2.0,2.0,3.0,5.0,2.172312099483759
592,2.0,7.0,48.0,1.0,4.0,2.0,7.0,0.8404945334958348
593,2.0,4.0,76.0,1.0,3.0,3.0,1.0,0.7443723215229339
594,2.0,5.0,68.0,6.0,4.0,3.0,1.0,0.6392576975821246
595,2.0,3.0,67.0,5.0,5.0,3.0,1.0,1.3674851669758503
596,2.0,7.0,68.0,3.0,6.0,2.0,1.0,0.7978038755897784
597,2.0,5.0,69.0,2.0,5.0,2.0,1.0,0.4245960539315269
598,2.0,3.0,69.0,2.0,5.0,2.0,1.0,0.4298771952631109
599,2.0,2.0,23.0,3.0,5.0,4.0,7.0,0.7632792287083333
600,1.0,4.0,65.0,2.0,3.0,5.0,1.0,0.4597958677314395
601,1.0,5.0,38.0,1.0,4.0,2.0,7.0,0.9623580762139731
602,2.0,1.0,46.0,1.0,5.0,4.0,7.0,0.9177160672834836
603,1.0,4.0,65.0,7.0,4.0,3.0,1.0,0.6893103526107167
604,1.0,1.0,28.0,5.0,4.0,2.0,7.0,0.46140036439634624
605,2.0,7.0,69.0,5.0,4.0,3.0,1.0,1.4953449354924824
606,2.0,1.0,28.0,7.0,4.0,2.0,7.0,2.524470086772773
607,2.0,2.0,35.0,6.0,5.0,3.0,7.0,0.5784031815322345
608,1.0,1.0,69.0,6.0,4.0,2.0,1.0,0.346013972878296
609,1.0,4.0,58.0,7.0,4.0,3.0,1.0,0.6090787877277696
610,2.0,7.0,70.0,4.0,4.0,3.0,1.0,1.3782058970932398
611,2.0,1.0,18.0,2.0,5.0,4.0,4.0,1.3206584428348078
612,1.0,7.0,19.0,5.0,4.0,2.0,9.0,3.387264340341728
613,1.0,5.0,23.0,4.0,4.0,3.0,7.0,1.0304929061772212
614,1.0,3.0,38.0,8.0,5.0,3.0,9.0,0.7261322560199185
615,1.0,1.0,61.0,1.0,4.0,99.0,7.0,0.8246603919071431
616,1.0,6.0,66.0,6.0,3.0,3.0,1.0,0.38225298652467227
617,1.0,1.0,58.0,5.0,5.0,3.0,7.0,0.43973287971884845
618,2.0,1.0,34.0,1.0,6.0,3.0,7.0,2.8512900094258096
619,2.0,5.0,44.0,1.0,3.0,3.0,7.0,1.2825250448983099
620,2.0,4.0,75.0,1.0,4.0,2.0,1.0,0.7443723215229339
621,2.0,3.0,48.0,2.0,4.0,3.0,7.0,1.1723497656904014
622,2.0,5.0,29.0,6.0,5.0,2.0,7.0,4.449034932168962
623,2.0,3.0,35.0,1.0,4.0,2.0,5.0,1.0688115477412883
624,1.0,5.0,71.0,7.0,4.0,4.0,1.0,0.6893103526107167
625,1.0,1.0,32.0,1.0,6.0,2.0,7.0,0.9081761631497366
626,1.0,3.0,67.0,8.0,6.0,3.0,1.0,0.5365410936848601
627,1.0,3.0,67.0,3.0,4.0,3.0,1.0,0.46524778329319766
628,1.0,5.0,62.0,1.0,5.0,2.0,1.0,0.6235642127150461
629,2.0,1.0,84.0,5.0,5.0,3.0,1.0,0.7634271815266104
630,2.0,5.0,52.0,4.0,4.0,3.0,8.0,1.3489767594079867
631,2.0,1.0,58.0,5.0,5.0,3.0,2.0,1.7029719953142082
632,2.0,7.0,56.0,1.0,4.0,2.0,2.0,0.8404945334958348
633,2.0,7.0,77.0,6.0,4.0,3.0,1.0,0.9068989944613001
634,1.0,1.0,72.0,1.0,6.0,3.0,2.0,0.7163820516246919
635,2.0,7.0,67.0,3.0,4.0,3.0,1.0,0.7992790147016298
636,2.0,7.0,71.0,6.0,5.0,1.0,1.0,2.1133049615660005
637,1.0,3.0,72.0,5.0,5.0,4.0,1.0,0.6570098853747347
638,2.0,1.0,68.0,1.0,4.0,3.0,1.0,1.2302448876070828
639,2.0,4.0,65.0,7.0,4.0,2.0,2.0,0.8047815725904381
640,2.0,3.0,62.0,4.0,6.0,5.0,1.0,0.41109304157428156
641,1.0,3.0,43.0,6.0,6.0,4.0,2.0,0.9576229766748388
642,1.0,3.0,35.0,4.0,6.0,2.0,9.0,0.23412711836049258
643,1.0,1.0,55.0,2.0,4.0,2.0,7.0,0.9217020772752145
644,1.0,2.0,54.0,8.0,4.0,4.0,2.0,0.2692034014527155
645,1.0,7.0,47.0,4.0,2.0,99.0,9.0,1.5956315868623123
646,1.0,1.0,77.0,1.0,5.0,3.0,1.0,0.7163820516246919
647,1.0,4.0,75.0,3.0,5.0,3.0,1.0,0.7058258795468355
648,1.0,5.0,87.0,1.0,4.0,2.0,1.0,0.5662790007278534
649,2.0,7.0,31.0,6.0,4.0,3.0,7.0,1.9755795655555815
650,2.0,1.0,47.0,2.0,1.0,3.0,7.0,1.056425255196043
651,2.0,7.0,46.0,5.0,4.0,3.0,7.0,1.3955769773842341
652,2.0,7.0,59.0,1.0,4.0,3.0,2.0,0.8404945334958348
653,2.0,5.0,70.0,7.0,4.0,3.0,1.0,0.8047815725904381
654,2.0,5.0,80.0,6.0,3.0,4.0,1.0,0.6392576975821246
655,2.0,5.0,72.0,4.0,4.0,3.0,1.0,1.0048972974028638
656,2.0,7.0,70.0,3.0,3.0,5.0,1.0,0.7992790147016298
657,2.0,3.0,75.0,2.0,5.0,3.0,1.0,0.4298771952631109
658,2.0,5.0,65.0,5.0,4.0,3.0,1.0,0.9865765944675589
659,1.0,4.0,31.0,2.0,4.0,2.0,7.0,2.2911923206342664
660,1.0,2.0,36.0,7.0,5.0,1.0,8.0,0.823378712626955
661,2.0,7.0,73.0,5.0,3.0,4.0,1.0,1.4953449354924824
662,1.0,4.0,47.0,6.0,3.0,3.0,7.0,1.5730554112113906
663,2.0,7.0,53.0,7.0,3.0,4.0,7.0,0.9177555097784614
664,2.0,1.0,34.0,1.0,5.0,3.0,7.0,2.8512900094258096
665,1.0,4.0,65.0,3.0,4.0,3.0,2.0,0.7071309513733
666,2.0,5.0,60.0,8.0,4.0,5.0,1.0,0.8145386888486998
667,2.0,3.0,76.0,5.0,5.0,3.0,1.0,1.3674851669758503
668,2.0,6.0,70.0,1.0,5.0,2.0,1.0,0.6466358468266032
669,1.0,2.0,39.0,3.0,3.0,4.0,7.0,0.3277211419334267
670,2.0,4.0,39.0,1.0,5.0,3.0,7.0,0.7432205454944182
671,2.0,1.0,24.0,7.0,5.0,3.0,7.0,1.575474332017217
672,1.0,3.0,19.0,3.0,4.0,2.0,5.0,2.433134575353663
673,1.0,2.0,34.0,5.0,5.0,4.0,7.0,0.542812759709441
674,1.0,3.0,51.0,1.0,3.0,4.0,5.0,0.9749895473170931
675,2.0,5.0,35.0,4.0,6.0,3.0,5.0,2.5186441828125754
676,2.0,6.0,53.0,3.0,5.0,3.0,7.0,0.632802664012558
677,1.0,1.0,57.0,1.0,4.0,3.0,2.0,0.9217020772752145
678,2.0,5.0,28.0,5.0,4.0,3.0,5.0,4.149103194526887
679,2.0,1.0,47.0,6.0,4.0,3.0,7.0,0.5096410476613074
680,2.0,1.0,81.0,6.0,4.0,3.0,1.0,0.8500233831400904
681,2.0,4.0,43.0,8.0,5.0,3.0,7.0,1.4579519773196574
682,2.0,3.0,56.0,5.0,6.0,1.0,7.0,1.1962725442092452
683,1.0,1.0,31.0,1.0,4.0,2.0,7.0,1.0454434319303
684,1.0,4.0,46.0,5.0,4.0,3.0,8.0,0.5594300580940323
685,2.0,2.0,34.0,1.0,5.0,3.0,5.0,0.6229752254565214
686,2.0,5.0,52.0,6.0,4.0,2.0,7.0,0.8613244285280701
687,1.0,7.0,43.0,4.0,4.0,4.0,7.0,1.1594271266868246
688,1.0,3.0,46.0,6.0,4.0,3.0,7.0,3.908631024453445
689,2.0,7.0,44.0,3.0,2.0,2.0,5.0,1.6376426878487282
690,1.0,2.0,56.0,3.0,5.0,3.0,8.0,0.4881578359812335
691,2.0,1.0,18.0,5.0,3.0,2.0,3.0,1.0618124096941621
692,2.0,3.0,87.0,1.0,1.0,3.0,1.0,1.1619186049481585
693,1.0,2.0,64.0,5.0,3.0,3.0,2.0,0.7837394716026491
694,1.0,2.0,39.0,3.0,2.0,3.0,8.0,0.3277211419334267
695,1.0,3.0,65.0,2.0,5.0,3.0,1.0,0.3865599725940079
696,1.0,3.0,67.0,4.0,4.0,1.0,1.0,0.8053633158929244
697,1.0,4.0,43.0,5.0,5.0,3.0,7.0,0.47055501002626576
698,1.0,7.0,51.0,6.0,6.0,4.0,7.0,1.3507490015636823
699,2.0,2.0,26.0,8.0,5.0,2.0,7.0,1.532751100632462
700,2.0,5.0,52.0,1.0,5.0,2.0,7.0,1.1287254649960274
701,1.0,2.0,69.0,5.0,3.0,3.0,1.0,0.7837394716026491
702,1.0,1.0,36.0,1.0,4.0,4.0,5.0,0.8009680964198747
703,1.0,1.0,35.0,7.0,4.0,2.0,7.0,0.7737576866611936
704,2.0,6.0,41.0,7.0,5.0,3.0,7.0,1.2994594174572116
705,2.0,1.0,54.0,5.0,5.0,1.0,7.0,1.7029719953142082
706,2.0,7.0,85.0,1.0,5.0,3.0,1.0,0.8354756142959342
707,1.0,1.0,48.0,7.0,2.0,4.0,7.0,0.6868824260717433
708,1.0,3.0,68.0,1.0,5.0,3.0,2.0,1.0466178889392557
709,2.0,2.0,76.0,5.0,5.0,3.0,1.0,0.6719090316801903
710,2.0,5.0,79.0,2.0,4.0,3.0,1.0,0.7716749989003858
711,1.0,2.0,32.0,4.0,5.0,3.0,99.0,0.8534900400213343
712,1.0,7.0,56.0,4.0,5.0,3.0,7.0,0.83159369880934
713,1.0,7.0,43.0,6.0,2.0,2.0,9.0,2.2723517948620273
714,1.0,7.0,50.0,4.0,5.0,2.0,8.0,0.83159369880934
715,2.0,2.0,53.0,3.0,999.0,99.0,99.0,1.4175690005120674
